sample_index,publication_id,reference_id,reference_order,source_doi,hidden_doi,parser,parsed_title,parsed_journal,parsed_year,parsed_authors,query_mode,query,trdizin_title_status,trdizin_id,target_doi,target_crossref_status,target_crossref_doi,target_title,target_year,target_journal,target_journal_code,target_doc_type,confidence,title_similarity,title_coverage,title_token_count,year_match,journal_similarity,author_coverage,self_match,context
5974,1372146,25507243,2,,,vancouver,Mechanical strength degradation of slag and fly ash based geopolymer specimens exposed to sulfuric acid attack,Sigma J Eng Nat Sci,2019,"Ni¸s A, Altundal MB",,,no_match,,,,,,,,,,,,,,,,,,"2. Ni¸s A, Altundal MB. Mechanical strength degradation of slag and fly ash based geopolymer specimens exposed to sulfuric acid attack. Sigma J Eng Nat Sci. 2019;37(3):917–26."
5997,1157017,16525241,32,,,apa,Sınıf öğretmenlerinin ekran okumaya yönelik görüşleri,Kırıkkale Üniversitesi Sosyal Bilimler Dergisi (KÜSBD,2018,"Elkatmış, M",,,no_match,,,,,,,,,,,,,,,,,,"Elkatmış, M. (2018). Sınıf öğretmenlerinin ekran okumaya yönelik görüşleri. Kırıkkale Üniversitesi Sosyal Bilimler Dergisi (KÜSBD), 8(1), 203-222."
5998,1157017,16525282,73,,,apa,Computer technology and college students’ reading habits,Chia-nan Annual Bulletin,2006,"Shen, L-B",title_full,Computer technology and college students reading habits,no_match,154876,,no_doi,,Medyaokuryazarlığı dersini alan öğrencilerin televizyon izleme alışkanlıkları: Cinsiyetler arası karşılaştırma,2013,Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,433,PAPER,0.1265,0.2013,0.0,6,False,0.3117,0.0,False,"Shen, L-B. (2006). Computer technology and college students’ reading habits. Chia-nan Annual Bulletin, 32, 559-572."
6004,1320992,23428567,39,,,apa,Algılanan koç kişilerarası davranışlarının öncülleri: Koçluk ortamı ve koçun psikolojik refahı ve kötülüğü,Spor ve Egzersiz Psikolojisi Dergisi,2012,"Stebbings, J., Taylor, I., Spray, C",,,no_match,,,,,,,,,,,,,,,,,,"Stebbings, J., Taylor, I., Spray, C. M., & Ntoumanis, N. (2012). Algılanan koç kişilerarası davranışlarının öncülleri: Koçluk ortamı ve koçun psikolojik refahı ve kötülüğü. Spor ve Egzersiz Psikolojisi Dergisi, 34(1), 481-502. [CrossRef]"
6018,1253546,20266320,24,,,apa,Türkçe öğretiminin tarihsel gelişimiyle ilgili bir kaynakça denemesi,Uluslararası Eğitim Bilim ve Teknoloji Dergisi,2019,"Maden, S., & Kızıltaş, M",,,no_match,,,,,,,,,,,,,,,,,,"Maden, S., & Kızıltaş, M. (2019). Türkçe öğretiminin tarihsel gelişimiyle ilgili bir kaynakça denemesi. Uluslararası Eğitim Bilim ve Teknoloji Dergisi, 5(3), 119-135."
6043,1368205,25367161,27,,,quoted,Mathematical Modelling and Ideology in the Economics Academy: Competing explanations of the failings of the modern discipline?,Economic Thought,2012,Lawson Tony,,,no_match,,,,,,,,,,,,,,,,,,"Lawson Tony. “Mathematical Modelling and Ideology in the Economics Academy: Competing explanations of the failings of the modern discipline?”, Economic Thought, 1 no 1, (2012): 3-22."
6077,1372144,25507155,28,,,apa,Kadına Yönelik Şiddet ve Sosyal Medya Aktivizmi: Kadın Cinayetlerini Durduracağız Platformu Örneğinde İçerik Analizi,Yeni Düşünceler,2018,"Özkan, S",,,no_match,,,,,,,,,,,,,,,,,,"Özkan, S. (2018). Kadına Yönelik Şiddet ve Sosyal Medya Aktivizmi: Kadın Cinayetlerini Durduracağız Platformu Örneğinde İçerik Analizi. Yeni Düşünceler, 9, 57-69."
6101,1280623,22325231,4,,,apa,Aşık Veysel Şatıroğlu’nda Dini Tecrübe,Dinbilimleri Akademik Araştırma Dergisi,2005,"Apaydın, H",,,no_match,,,,,,,,,,,,,,,,,,"Apaydın, H. (2005). Aşık Veysel Şatıroğlu’nda Dini Tecrübe. Dinbilimleri Akademik Araştırma Dergisi, 5(2), 179-191."
6122,1159474,16360126,1,,,apa,Türkiye’de ikinci en iyi teorisi bağlamında Covid-19 pandemisinde uygulanan kısıtlayıcı önlemlerin etkinliği,Bilgi Sosyal Bilimler Dergisi,2021,"Afşar, K., & Toker, E",,,no_match,,,,,,,,,,,,,,,,,,"Afşar, K., & Toker, E. (2021). Türkiye’de ikinci en iyi teorisi bağlamında Covid-19 pandemisinde uygulanan kısıtlayıcı önlemlerin etkinliği. Bilgi Sosyal Bilimler Dergisi, 23(1), 1-29."
6124,1366887,25318666,4,,,apa,Digital mind games: Experience-based reflections on design and interface features supporting the development of reasoning skills,Proceedings of the 3rd European Conference on Games-Based Learning (ECGBL,2009,"Bottino, R",,,no_match,,,,,,,,,,,,,,,,,,"Bottino, R. M., Ott, M., & Benigno, V. (2009). Digital mind games: Experience-based reflections on design and interface features supporting the development of reasoning skills. Proceedings of the 3rd European Conference on Games-Based Learning (ECGBL), 12-13 Ekim 2011, Graz, s. 53-60."
6156,1351467,24665930,19,,,volume_pages,"“Bakırköy’ün Endüstri Mirasının Değerlendirilmesi”, Mimar",Ist,2018,"Kariptaş, F",,,no_match,,,,,,,,,,,,,,,,,,"Kariptaş, F. S., Güney, C. (2018). “Bakırköy’ün Endüstri Mirasının Değerlendirilmesi”, Mimar.Ist, 61, 46-53."
6172,1271950,21023483,14,,,apa,Highlights of consumption and satisfaction in nautical tourism: A comparative study of visitors to the Canary Islands and Morocco,Gestion y Ambiente,2015,"Gonzalez, Y",,,no_match,,,,,,,,,,,,,,,,,,"Gonzalez, Y. E. L., Gonzalez, C. J. L., ve Ledesma, J. L. (2015). Highlights of consumption and satisfaction in nautical tourism: A comparative study of visitors to the Canary Islands and Morocco. Gestion y Ambiente, 18(1), 129-145."
6193,1360222,25335858,145,,,volume_pages,Burdur İlinin Kırsal Turizm Potansiyelinin Değerlendirilmesi: Sorunları ve Çözüm Önerileri-Rural Tourism Potential Evaluation Of Burdur Province: Problems and Solution Proposals,Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2015,"Ongun, U., Gövdere, B., Durgun Kaygısız, A",,,no_match,,,,,,,,,,,,,,,,,,"[145] Ongun, U., Gövdere, B., Durgun Kaygısız, A. 2015. Burdur İlinin Kırsal Turizm Potansiyelinin Değerlendirilmesi: Sorunları ve Çözüm Önerileri-Rural Tourism Potential Evaluation Of Burdur Province: Problems and Solution Proposals. Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 7(12), 99-116."
6198,1185929,18351676,28,,,apa,Vardiyalı çalışan personelin iş-aile çatışma düzeyinin belirlenmesi: Elazığ havalimanı örneği,Internatıonal Journal Of Economıc And Admınıstratıve Academıc Research,2021,"Karaca, A",,,no_match,,,,,,,,,,,,,,,,,,"Karaca, A. ve Uzun, F. (2021). Vardiyalı çalışan personelin iş-aile çatışma düzeyinin belirlenmesi: Elazığ havalimanı örneği. Internatıonal Journal Of Economıc And Admınıstratıve Academıc Research, 1(2), 1-22."
6229,1181605,16958305,35,,,apa,Late Marx And The Russian Road: Marx And The Peripheries Of Capitalism,Monthly Review Press Classic Titles,1983,"Sayer, D., & Corrigan, P",,,no_match,,,,,,,,,,,,,,,,,,"Sayer, D., & Corrigan, P. (1983). Late Marx And The Russian Road: Marx And The Peripheries Of Capitalism. Monthly Review Press Classic Titles, 77-94."
6230,1336446,24079963,29,,,quoted,Türkiye Aile Yapısının Geleceğine Yönelik Çıkarımların Değerlendirilmesi.,Ondokuz Mayıs Üniversitesi Kadın ve Aile Araştırmaları Dergisi,2022,"Duran, Resul",,,no_match,,,,,,,,,,,,,,,,,,"Duran, Resul. “Türkiye Aile Yapısının Geleceğine Yönelik Çıkarımların Değerlendirilmesi.” Ondokuz Mayıs Üniversitesi Kadın ve Aile Araştırmaları Dergisi, vol. 2, no. 1, 2022, ss. 147–164."
6239,1200178,17875692,27,,,apa,Identification of microalgae species and lipid profiling of Glagah consortium for biodiesel development from the local marine resource,Journal of Engineering and Applied Sciences,2016,"Suyono, E",,,no_match,,,,,,,,,,,,,,,,,,"Suyono, E. A., Fahrunnida, Nopitasari, S., & Utama, I. (2016). Identification of microalgae species and lipid profiling of Glagah consortium for biodiesel development from the local marine resource. Journal of Engineering and Applied Sciences, 11, 9970-9973."
6245,1359250,25003340,17,,,vancouver,Medical treatment of male infertility,Transl Androl Urol,2014,"Dabaja AA, Schlegel PN",title_full,Medical treatment of male infertility,no_match,1353581,10.14744/ijmb.2025.92668,not_checked,,MicroRNAsand pro-inflammatory cytokines as candidate biomarkers for male infertility,2025,International Journal of Medical Biochemistry,2025,PAPER,0.347,0.4463,0.5,4,False,0.0702,0.0,False,"Dabaja AA, Schlegel PN. Medical treatment of male infertility. Transl Androl Urol. 2014;3:9-16."
6290,1338798,24976226,13,,,vancouver,A review on radiopharmaceuti cals and radiochemical method in analysis,Int J Pharm Biol Arch,2011,"Riddhi PD, Patel PM, Patel NM",,,no_match,,,,,,,,,,,,,,,,,,"[13] Riddhi PD, Patel PM, Patel NM. A review on radiopharmaceuti cals and radiochemical method in analysis. Int J Pharm Biol Arch. 2011; 2(4): 1062-1067."
6303,1285697,25928478,17,,,apa,Covid-19 pandemisinde hemĢirelerin ödediği bedel: Merhamet yorgunluğu,Journal of Innovative Healthcare Practices,2021,"Özalp, ġ",,,no_match,,,,,,,,,,,,,,,,,,"Özalp, ġ. ġ. (2021). Covid-19 pandemisinde hemĢirelerin ödediği bedel: Merhamet yorgunluğu. Journal of Innovative Healthcare Practices, 2(2), 80-87."
6316,1329472,23785938,3,,,apa,"“Teknolojik Gelişmelerin İşçilik Haklarına Etkisi-Daimi Ulaşılabilirlik”, Prof. Dr. Turhan Esener III","İş Hukuku Uluslararası Kongresi, Seçkin Yayıncılık, Ankara",2021,"Alpagut, G",,,no_match,,,,,,,,,,,,,,,,,,"Alpagut, G. (2021) “Teknolojik Gelişmelerin İşçilik Haklarına Etkisi-Daimi Ulaşılabilirlik”, Prof. Dr. Turhan Esener III. İş Hukuku Uluslararası Kongresi, Seçkin Yayıncılık, Ankara, 317-340."
6336,1190195,17333963,27,,,apa,Katılımcı Bir Kentsel Koruma Projesi: İzmir - Kemeraltı Tarihi Kent Merkezi,Ege Coğrafya Dergisi,2006,"Kılıç, S",,,no_match,,,,,,,,,,,,,,,,,,"Kılıç, S. E., & Aydoğan, M. (2006). Katılımcı Bir Kentsel Koruma Projesi: İzmir - Kemeraltı Tarihi Kent Merkezi. Ege Coğrafya Dergisi, 15 (1-2), 61-71."
6350,1289303,22462390,17,,,apa,Türk havayolu ulaştırmasının açılım dönemine yönelik teknik etkinlik analizi: Bir stokastik sınır yöntemi uygulaması,Çukurova Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi,2014,"Tutulmaz, O., & Şahin, H",,,no_match,,,,,,,,,,,,,,,,,,"[17] Tutulmaz, O., & Şahin, H. (2014). Türk havayolu ulaştırmasının açılım dönemine yönelik teknik etkinlik analizi: Bir stokastik sınır yöntemi uygulaması. Çukurova Üniversitesi İktisadi ve İdari Bilimler Fakültesi Dergisi, 18 (2), 49-73."
6365,1315278,23099775,21,,,apa,Osmanlı Klâsik Dönemindeki Üzerine Bazı Bilgiler,Osmanlı Araştırmaları,1982,"Ergenç, Ö",title_salient,Osmanlı sik Dönemindeki Bazı Bilgiler,no_match,1247344,10.17335/sakaifd.1439210,not_checked,,Osmanlıda Huzur Dersleri Kronolojisi,2024,Sakarya Üniversitesi İlahiyat Fakültesi Dergisi,707,PAPER,0.2896,0.4211,0.2,5,False,0.381,0.0,False,"Ergenç, Ö. (1982). Osmanlı Klâsik Dönemindeki Üzerine Bazı Bilgiler. Osmanlı Araştırmaları, 3(3), 105-118."
6373,1276350,21403470,4,,,apa,"TFRS’ye Uyumlu Finansal Tablolara Geçiş ve Oran Analizine Etkisi, Maden Sektörü Örneği",Gazi İktisat ve İşletme Dergisi,2016,"Ayanoğlu, Y",,,no_match,,,,,,,,,,,,,,,,,,"Ayanoğlu, Y. ve Yılmaz, A. (2016). TFRS’ye Uyumlu Finansal Tablolara Geçiş ve Oran Analizine Etkisi, Maden Sektörü Örneği. Gazi İktisat ve İşletme Dergisi, 2(2), 41-66."
6375,1260591,20536673,2,,,apa,Kalp yetersizliği olan bireyin Neuman Sistemler Modeli’ne göre hemşirelik bakım planı örneği,Dokuz Eylül Üniversitesi Hemşirelik Yüksekokulu Elektronik Dergisi,2013,"Barutçu CD, Mert H",,,no_match,,,,,,,,,,,,,,,,,,"Barutçu CD, Mert H. (2013). Kalp yetersizliği olan bireyin Neuman Sistemler Modeli’ne göre hemşirelik bakım planı örneği. Dokuz Eylül Üniversitesi Hemşirelik Yüksekokulu Elektronik Dergisi, 6(2), 88-92."
6385,1256585,20364671,30,,,vancouver,The Effect of Different Techniques Used in Intramuscular Injection on Pain and Drug Leakage,International Anatolia Academic Online Journal Health Sciences,2021,"Alaşar B, Çevik K",,,no_match,,,,,,,,,,,,,,,,,,"30. Alaşar B, Çevik K. The Effect of Different Techniques Used in Intramuscular Injection on Pain and Drug Leakage. International Anatolia Academic Online Journal Health Sciences 2021;7:79-92."
6407,1191850,17424549,1,,,apa,Çarlık Rusyası Hakimiyetindeki Azerbaycan Türklerinde Ulus Bilincinin Gelişmesinin Genel Dinamikleri,Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2010,"Açıkkaya, S",,,no_match,,,,,,,,,,,,,,,,,,"Açıkkaya, S. (2010). Çarlık Rusyası Hakimiyetindeki Azerbaycan Türklerinde Ulus Bilincinin Gelişmesinin Genel Dinamikleri. Erciyes Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 1(28), 403-420."
6440,1217823,18685436,16,,,quoted,Kültürel Yapılarda Biyolojik Bozunma Mekanizmaları.,Elektronik Mikrobiyoloji Dergisi 12/1,2014,"Dolar, Ayşe - Yılmaz, Ebru Şebnem",,,no_match,,,,,,,,,,,,,,,,,,"Dolar, Ayşe - Yılmaz, Ebru Şebnem. “Kültürel Yapılarda Biyolojik Bozunma Mekanizmaları.” Elektronik Mikrobiyoloji Dergisi 12/1 (2014), 1–19."
6441,1217823,18685442,22,,,quoted,Doğal Taşlarda Görülen Fizikomekanik Hasarlar.,Bilim Ve Gençlik Dergisi 6/1,2018,"Hasbay, Uğur",,,no_match,,,,,,,,,,,,,,,,,,"Hasbay, Uğur Et Al. “Doğal Taşlarda Görülen Fizikomekanik Hasarlar.” Bilim Ve Gençlik Dergisi 6/1 (2018), 2148–0273."
6446,1222158,18855079,13,,,apa,"Ramsar alanı içinde yer alan Cernek Gölü ve sulak alanının (Kızılırmak Deltası, Samsun) ekolojik ve sosyo-ekonomik önemi",TÜBAV Bilim Dergisi,2012,"Can, Ö",,,no_match,,,,,,,,,,,,,,,,,,"13. Can, Ö. ve Taş, B. (2012) Ramsar alanı içinde yer alan Cernek Gölü ve sulak alanının (Kızılırmak Deltası, Samsun) ekolojik ve sosyo-ekonomik önemi. TÜBAV Bilim Dergisi, 5(2), 1–11."
6452,1330629,23836321,17,,,apa,Sosyal Yardımların Sorunlu Alanı: Muhtaclık Tespiti,Cumhuriyet Üniversitesi Edebiyat Fakültesi Sosyal Bilimler Dergisi,2015,"Daşlı, Y",,,no_match,,,,,,,,,,,,,,,,,,"Daşlı, Y. (2015). Sosyal Yardımların Sorunlu Alanı: Muhtaclık Tespiti. Cumhuriyet Üniversitesi Edebiyat Fakültesi Sosyal Bilimler Dergisi, 39(2), 135-154."
6462,1277316,21268887,6,,,vancouver,Distribution of ABO blood group and RH (D) factor in Western Rajasthan,J Med Res,2013,"Behra D, Joshi D",,,no_match,,,,,,,,,,,,,,,,,,"6. Behra D, Joshi D. Distribution of ABO blood group and RH (D) factor in Western Rajasthan. J Med Res 2013; 3: 73- 75."
6468,1162336,16124475,39,,,apa,Toplumsal cinsiyet: faydalı bir tarihsel analiz kategorisi. (Çev: Derya Demirler ve Fahriye Dinçer),"Kültür ve Siyasette Feminist Yaklaşımlar, (12",2010,"Scott, J",,,no_match,,,,,,,,,,,,,,,,,,"Scott, J. W. (2010). Toplumsal cinsiyet: faydalı bir tarihsel analiz kategorisi. (Çev: Derya Demirler ve Fahriye Dinçer). Kültür ve Siyasette Feminist Yaklaşımlar, (12), 112-138."
6500,1193857,17585137,7,,,vancouver,A concise review of coenzyme q10 supplementation in the preventative treatment of migraine,J Med Case Rep Rev,2020,"Hoffman W, Luster JD, Izurieta R",,,no_match,,,,,,,,,,,,,,,,,,"7. Hoffman W, Luster JD, Izurieta R. A concise review of coenzyme q10 supplementation in the preventative treatment of migraine. J Med Case Rep Rev. 2020;3(8):717-24."
6535,1318175,23266247,2,,,apa,Sosyal Medyanın Muhasebe Bölümü Öğrencilerinin Akademik Performansı Üzerindeki Etkisi Ampirik Bir Çalışma. T.C,Anadolu Üniversitesi Yayınları No:3097 İşletme Fakültesi Yayınları No:5,2014,"Banar, K., & Zeytinoğlu, E",,,no_match,,,,,,,,,,,,,,,,,,"Banar, K., & Zeytinoğlu, E. (2014). Sosyal Medyanın Muhasebe Bölümü Öğrencilerinin Akademik Performansı Üzerindeki Etkisi Ampirik Bir Çalışma. T.C. Anadolu Üniversitesi Yayınları No:3097 İşletme Fakültesi Yayınları No:5, 153-177."
6548,1200777,18098301,13,,,apa,KOBİ Sektöründen Girişimlerde Endüstri 4.0 Uygulamasında Yaşanan Sorunlar,Sürdürülebilirlik,2019,"Ingaldi, M",,,no_match,,,,,,,,,,,,,,,,,,"Ingaldi, M. ve Ulewicz, R. (2019). KOBİ Sektöründen Girişimlerde Endüstri 4.0 Uygulamasında Yaşanan Sorunlar . Sürdürülebilirlik, 12 (1), 217-230."
6559,1252770,20196065,39,,,apa,"Kıbrıs müzakereleri ekseninde, Doğu Akdeniz’de enerji boyutuna bakış",Academia,2017,"Yorgancıoğlu, Ç",,,no_match,,,,,,,,,,,,,,,,,,"Yorgancıoğlu, Ç. (2017). Kıbrıs müzakereleri ekseninde, Doğu Akdeniz’de enerji boyutuna bakış. Academia, 0(1), 1–17."
6560,1227199,19415312,12,,,vancouver,Prognostic value of serum cardiac troponin t and nitric oxide as cardiac biomarkers in pregnancy toxemic goats,Glob Vet,2013,"Abdelaal A, Zaher H, Elgaml SA, Abdallah H",,,no_match,,,,,,,,,,,,,,,,,,"12. Abdelaal A, Zaher H, Elgaml SA, Abdallah H. Prognostic value of serum cardiac troponin t and nitric oxide as cardiac biomarkers in pregnancy toxemic goats. Glob Vet 2013; 11: 817-823."
6569,1260359,20526803,8,,,volume_pages,Modern recovery methods in used oil re-refining,Petroleum & Coal,2006,"Bridjanian H, Sattarin M",,,no_match,,,,,,,,,,,,,,,,,,"[8] Bridjanian H, Sattarin M. Modern recovery methods in used oil re-refining. Petroleum & Coal, 2006, 48(1), 40-43."
6587,1272915,21064818,33,,,loose_year,Eğitim Araştırmalarında Likert Ölçeği ve Likert-Tipi Soruların Kullanımı ve Analizi,Sakarya Üniversitesi Eğitim Fakültesi Dergisi,2015,"Turan, İ., Şimşek, Ü., Aslan, H",,,no_match,,,,,,,,,,,,,,,,,,"Turan, İ., Şimşek, Ü., Aslan, H. 2015. Eğitim Araştırmalarında Likert Ölçeği ve Likert-Tipi Soruların Kullanımı ve Analizi. Sakarya Üniversitesi Eğitim Fakültesi Dergisi, 30: 186-203."
6588,1348185,24534532,14,,,apa,O‘zbek tilida iboralar va turg‘un birikmalarning o‘rni va ularning gapda qo‘llanilishi xususida,Problems and Scientific Solutions,2023,"Mirzaqulov, S",,,no_match,,,,,,,,,,,,,,,,,,"Mirzaqulov, S. & Khikmatov, D. (2023). O‘zbek tilida iboralar va turg‘un birikmalarning o‘rni va ularning gapda qo‘llanilishi xususida. Problems and Scientific Solutions, 226-234."
6600,1298434,22296809,26,,,volume_pages,(2010).The effect of metacognition on the prospective science teachers’ academic achievement: an ex post facto research,The Journal of Institute of Social Sciences of Çukurova University,2010,"Emrahoğlu, N",,,no_match,,,,,,,,,,,,,,,,,,"Emrahoğlu, N. & Öztürk, A. (2010).The effect of metacognition on the prospective science teachers’ academic achievement: an ex post facto research. The Journal of Institute of Social Sciences of Çukurova University, 19(2), 18-30."
6607,1229619,19485043,61,,,apa,BİM Mağazalar Zincirinin 2008-2015 Dönemi Finansal Performansının ELECTRE III Yöntemi ile Ölçümü,Kırıkkale Üniversitesi Sosyal Bilimler Dergisi,2016,"Özbek, A",,,no_match,,,,,,,,,,,,,,,,,,"Özbek, A. (2016). BİM Mağazalar Zincirinin 2008-2015 Dönemi Finansal Performansının ELECTRE III Yöntemi ile Ölçümü. Kırıkkale Üniversitesi Sosyal Bilimler Dergisi, 6(2), 273-288."
6628,1339820,24189542,35,,,apa,Financial education and communication between parents and children,The Journal of Consumer Education,2006,"Lyons, A",title_full,Financial education and communication between parents and children,no_match,1197619,10.33711/yyuefd.1285749,not_checked,,İdealBir Okul Öncesi Eğitim Ortamı: Ebeveynlerin Okul Öncesi Eğitim Kurumlarından Beklentileri,2023,Van Yüzüncü Yıl Üniversitesi Eğitim Fakültesi Dergisi,846,PAPER,0.1765,0.3019,0.0,6,False,0.2791,0.0,False,"Lyons, A. C., Scherpf, E., & Roberts, H. (2006). Financial education and communication between parents and children. The Journal of Consumer Education, 23, 64-76. http://www.cefe.illinois.edu/images/CV_Lyons_091515.pdf sayfasından erişilmiştir."
6658,1316149,23150813,16,,,volume_pages,The Sanford guide to antimicrobial ther-apy: Antimicrobial therapy,2011,2011,"Gilbert DN, Robert C, Moellering JMD, Eliopoulos GM, Sande MA",,,no_match,,,,,,,,,,,,,,,,,,"16. Gilbert DN, Robert C, Moellering JMD, Eliopoulos GM, Sande MA. The Sanford guide to antimicrobial ther-apy: Antimicrobial therapy. 2011;40:48-51."
6676,1233026,19408886,17,,,quoted,Vakıfların Hukuk ve Tarih Bakımından Kıymeti,Vakıflar Dergisi,1965,"BERKİ, Ali Himmet:",,,no_match,,,,,,,,,,,,,,,,,,"BERKİ, Ali Himmet: “Vakıfların Hukuk ve Tarih Bakımından Kıymeti”, Vakıflar Dergisi, S. 6, 1965, s. 5-7."
6697,1262766,20623122,15,,,vancouver,Recommendations for the implementation of telemedicine within stroke systems of care: a policy statement from the American Heart Association,Stroke,2009,"Schwamm LH, Audebert HJ, Amarenco P, Chumbler NR, Frankel MR, George MG, ; American Heart Association Stroke Council; Council on Epidemiology and Prevention; Interdisciplinary Council on Peripheral Vascular Disease; Council on Cardiovascular Radiology and Intervention",,,no_match,,,,,,,,,,,,,,,,,,"15. Schwamm LH, Audebert HJ, Amarenco P, Chumbler NR, Frankel MR, George MG, et al; American Heart Association Stroke Council; Council on Epidemi- ology and Prevention; Interdisciplinary Council on Peripheral Vascular Disease; Council on Cardiovascular Radiology and Intervention. Recom- mendations for the implementation of telemedicine within stroke systems of care: a policy statement from the American Heart Association. Stroke. 2009;40(7):2635-60. [PubMed]"
6712,1364620,25219491,35,,,apa,Dicle Üniversitesi öğrencilerinde madde kullanımını belirleyen risk faktörleri,Klinik Psikiyatri,2009,"Yalçın, M., Eşsizoğlu, A., Akkoç, H., Yaşan, A., & Gürgen, F",,,no_match,,,,,,,,,,,,,,,,,,"Yalçın, M., Eşsizoğlu, A., Akkoç, H., Yaşan, A., & Gürgen, F. (2009). Dicle Üniversitesi öğrencilerinde madde kullanımını belirleyen risk faktörleri. Klinik Psikiyatri, 12, 125–133."
6724,1206605,18403818,60,,,apa,Ankara’nın başkent olma süreci,ODTÜ MFD,1988,"Tankut, G",title_full,Ankaranın başkent olma süreci,no_match,1185141,,no_doi,,YakupKadri Karaosmanoğlu’nun Ankara Romanı Üzerinden Başkent’te Cumhuriyet Dönemi Konut Mimarisini Okumak,2023,Sanat ve Tasarım Dergisi,1102,PAPER,0.2765,0.3529,0.4,5,False,0.0714,0.0,False,"Tankut, G. (1988). Ankara’nın başkent olma süreci. ODTÜ MFD, 8(2), 93-104."
6734,1280281,21515761,33,,,apa,Üstün yeteneklilerin eğitiminde Türkiye için öneriler (Suggestions for gifted education in Turkey),Journal of Gifted Education Research,2013,"Levent, F., & Bakioglu, A",title_full,Üstün yeteneklilerin eğitiminde Türkiye için öneriler Suggestions for gifted education in Turkey,no_match,1180232,10.17679/inuefd.1201131,not_checked,,Türkiyede Erken Çocukluk Dönemindeki Özel Yeteneklilerin Eğitimine Eleştirel Bir Bakış,2023,İnönü Üniversitesi Eğitim Fakültesi Dergisi,529,PAPER,0.2954,0.4286,0.2222,9,False,0.338,0.0,False,"Levent, F., & Bakioglu, A. (2013). Üstün yeteneklilerin eğitiminde Türkiye için öneriler (Suggestions for gifted education in Turkey). Journal of Gifted Education Research, 1(1), 31-44. http://www.faruklevent.com/dosyalar/ustun-yetenekliler-oneriler.pdf"
6753,1284473,21669170,17,,,apa,The wine-bull and the Magian master,"Recurrent Patterns of Iranian Religions: from Mazdaism to Sufism, Proceedings of the Round Table Held in Bamberg, 30th September-4th October 1991, Societas Iranologica Europaea",1992,Melikian A.S.-Chirvani,,,no_match,,,,,,,,,,,,,,,,,,"Melikian A.S.-Chirvani, (1992). The wine-bull and the Magian master. Recurrent Patterns of Iranian Religions: from Mazdaism to Sufism, Proceedings of the Round Table Held in Bamberg, 30th September-4th October 1991, Societas Iranologica Europaea, 101-34."
6786,1382216,26551898,27,,,apa,"Öğretmen adaylarının metaverse kavramına yönelik bilgi, tutum ve farkındalıklarının incelenmesi:Kırşehir ili örneği",Kırşehir Ahi Evran Üniversitesi Fen Bilimleri Enstitüsü Dergisi,2024,"Görkem, Z",,,no_match,,,,,,,,,,,,,,,,,,"Görkem, Z. & Başarmak, U. (2024). Öğretmen adaylarının metaverse kavramına yönelik bilgi, tutum ve farkındalıklarının incelenmesi:Kırşehir ili örneği. Kırşehir Ahi Evran Üniversitesi Fen Bilimleri Enstitüsü Dergisi, 2(1), 19-31."
6812,1219163,18737657,3,,,apa,Nitel veri analizinde Miles-Huberman modeli,Ahi Evran Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,2017,"Baltacı, A",title_full,Nitel veri analizinde Miles Huberman modeli,no_match,392491,10.29288/ilted.588197,not_checked,,İmamHatip Liselerinde Çalışan Öğretmenlerin Mesleki Sorunlarının Analizi ve Çözüm Önerileri,2019,İlahiyat Tetkikleri Dergisi,1124,PAPER,0.29,0.35,0.1111,6,False,0.48,1.0,False,"Baltacı, A. (2017). Nitel veri analizinde Miles-Huberman modeli. Ahi Evran Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 3(1), 1-14."
6819,1221427,18828176,3,,,apa,Ankara’da seçilen bazı hastanelerde afet yönetimine ilişkin mevcut durum değerlendirilmesi,Hacettepe Sağlık İdaresi Dergisi,2014,"Balçık Yalçın, P., Demir Bilgin, İ., & Ürek, D",,,no_match,,,,,,,,,,,,,,,,,,"Balçık Yalçın, P., Demir Bilgin, İ., & Ürek, D. (2014). Ankara’da seçilen bazı hastanelerde afet yönetimine ilişkin mevcut durum değerlendirilmesi. Hacettepe Sağlık İdaresi Dergisi, 17(1), 45–58."
6844,1166920,16321482,3,,,apa,"Divan edebiyatı. Türkiye Diyanet Vakfı İslam Ansiklopedisi, C",9,1994,"Akün, Ö",title_salient,Divan edebiyatı Türkiye Diyanet Vakfı İslam Ansiklopedisi,no_match,490429,10.18498/amailad.876583,not_checked,,GönülleBağlantılı Olarak Klasik Türk Şiirinde Monolog ve Diyalog: Şeref Hanım Örneği,2021,Amasya ilahiyat dergisi,2500,PAPER,0.1634,0.272,0.1,7,False,0.0,0.0,False,"Akün, Ö. F. (1994). Divan edebiyatı. Türkiye Diyanet Vakfı İslam Ansiklopedisi, C. 9, 389-427. TDV Yayınları."
