sample_index,publication_id,reference_id,match_status,match_score,matched_source,matched_title,matched_author,matched_year,matched_publisher,matched_isbn,matched_url,raw_context
4798,1223582,19634193,no_match,0.0,,,,,,,,"Bell. D. (2006). Kutsalın dönüşü, (A. Köse, Çev.). Laik ama kutsal. Etkileşim Yayınları. (Orijinal eserin basım tarihi, 1977)."
4804,1277759,21287811,no_match,0.0,,,,,,,,"BERMAN Mark, A Practitionier’s Guide to SEC Regulation Outside the United States, City and Financial Publishing, Great Britain, 2000."
4805,1277759,21287812,no_match,0.0,,,,,,,,"Black’s Law Dictionary, Ed. Bryan A. Garner, 7. bası, West Group, St. Paul- Minnoseta, 2000."
4806,1277759,21287843,no_match,0.0,,,,,,,,"KURTAY Selma, Foreign Currency Options, Market Structure, Pricing, Strategies and Accountancy, SPK Yayınları, Ankara, 1997."
4808,1277759,21287870,no_match,0.0,,,,,,,,"TEWELES R. J. / BRADLEY E. S. / TEWELES Ted M., The Stock Market, 6. bası, John Wiley&Sons Inc., New York, 1992."
4818,1234776,19475167,no_match,0.0,,,,,,,,"Pelletier, L. (2002). A motivational analysis of self-determination for proenvironmental behaviors. Rochester, NY: University of Rochester Press."
4821,1322445,23487510,no_match,0.0,,,,,,,,"Ergen, Yunus. Dijital Minber Kutsal Otorite Postmodern Dijital Kültürde Din. Konya: Necmettin Erbakan Üniversitesi Yayınları, 2023."
4835,1262629,20619218,no_match,0.0,,,,,,,,"Tabachnik, B. G., & Fidell, L. S. (2015). Çok değişkenli istatistiklerin kullanımı (altıncı basımdan çeviri). (M. Baloğlu, Çev.) Ankara: Nobel Akademik Yayıncılık."
4842,1264370,20681806,no_match,0.0,,,,,,,,"Ezherî, Hâlid b. Abdillâh. Şerḥu’t-taṣrîḥ ʿale’t-tavżîḥ. thk. Muhammed Bâsıl Uyûnu’s-Sûd. Beyrut: Dâru’l-Kutubi’l-İlmiyye 2000."
4845,1206158,18138068,strong,0.984,openlibrary,Cocuk Edebiyati ve Okuma Kulturu,Sedat Sever,2013,,,https://openlibrary.org/works/OL26408098W,"Sever, S. (2015). Çocuk Edebiyatı ve Okuma Kültürü. İzmir: Tudem Yayınları."
4851,1277809,21290889,no_match,0.0,,,,,,,,"EREN Fikret, Borçlar Hukuku Genel Hükümler, 25. Bası, Yetkin, Ankara, 2020."
4859,1301733,22448292,no_match,0.0,,,,,,,,"Zengin, O. (2007), Türkiye’de Kamu Yönetimi Disiplininin ‘Özgüllük’ ve ‘Saflık’ Sorunu. (Ed.: Ş. Aksoy ve Y. Üstüner), Kamu Yönetimi, s.79-100, Ankara: Nobel Yayınları."
4875,1310362,22772859,no_match,0.0,,,,,,,,"Denknalbant, Ayşe. “Köşk”, Türkiye Diyanet İslâm Ansiklopedisi, 26/279–282. İstanbul: İslâm Araştırmaları Merkezi Yayınları, 1. Basım, 2002."
4894,1368960,25881475,no_match,0.0,,,,,,,,"[5] Öztel, A., & Alp, İ. (2020). Çok kriterli karar verme seçiminde yeni bir yaklaşım. Kriter Yayıncılık, İstanbul."
4896,1319105,23329017,no_match,0.0,,,,,,,,"Corey, G. (2008). Psikolojik Danışma Kuram ve Uygulamaları (T. Ergene, Çev.) (11.bs.). Mentis Yayıncılık."
4903,1288882,22491075,no_match,0.0,,,,,,,,"Akçura, Y. (2019). Üç Tarz-ı Siyaset, (Ed. F. Uçar), Salon Yayınları."
4905,1288882,22491111,no_match,0.0,,,,,,,,"Smith, A. D. (2013). Milliyetçilik, (Çev: Ü. H. Yolsal), Atıf Yayınları."
4906,1330288,23820936,no_match,0.0,,,,,,,,"Coyne, P. and Fullerton, A. (2014). Toward a balanced leisure lifestyle for adults. In M.Tincani & A. Bondy (Eds.), Autism spectrum disorder in adolescents and adults evidence-based and promising intervention (pp. 208-237). Newyork, Londan: The Guilford Press."
4916,1190329,17338234,strong,1.0,openlibrary,GIS and public health,"Ellen K. Cromley, Sara L. McLafferty",2002,,,https://openlibrary.org/works/OL20618766W,"Cromley, E. K., & McLafferty, S. L. (2011). GIS and public health. Guilford Press."
4919,1286144,21782443,no_match,0.0,,,,,,,,"Ergin, M. (2000). Edebiyat ve Eğitim Fakültelerinin Türk Dili ve Edebiyatı Bölümleri İçin Türk Dil Bilgisi. Bayrak Yayıncılık."
4963,1230912,20176046,no_match,0.0,,,,,,,,"Erdoğan, Mustafa vd. Mir’âtü’l-Kâ’inât (Kâ’inatın aynası) Hüsameddin Bursevî. Ankara Sonçağ Yayıncılık, 2021."
4965,1230940,19514111,strong,1.0,openlibrary,Dilbilimin temel kavram ve ilkeleri,Berke Vardar,1982,,,https://openlibrary.org/works/OL4546452W,"Vardar, B. (1998). Dilbilimin Temel Kavram ve İlkeleri. Multilingual Yayınları."
4967,1268743,20877217,possible,0.739,crossref_book,Open Dating of Foods,"Labuza Theodore P., Szybist Lynn M.",2004,Wiley,9780917678530,https://doi.org/10.1002/9780470385104,"Labuza, T.P. (1982). Shelf-life dating of foods: Food & Nutrition Press, Inc. ISBN: 9780917678141, 0917678141."
4978,1364431,25211242,no_match,0.0,,,,,,,,"Durkheim, É. (1997). The division of labor in society. (W. D. Halls, Trans.), Free Press. (Original work published 1893)"
4979,1364431,25211264,no_match,0.0,,,,,,,,"Onisoya, M. & Ogonda, M. P. (2023). Role of the family in students’ awareness of national security in secondary schools in Port Harcourt Metropolis. Patricia African Scholar Publications & Research International 29(8), 45-60."
4982,1311157,22805349,no_match,0.0,,,,,,,,"Emîr Husrev Dihlevî. Şîrîn ü Husrev. haz. Gazanfer Aliyev. Moskova: Doğu Edebiyatı Yayınları İdaresi, 1962."
5039,1197351,17742350,no_match,0.0,,,,,,,,"Boratav, K. (2011). Türkiye İktisat Tarihi, 1908-2009, 15. Baskı. Ankara: İmge Kitabevi."
5052,1287497,21828007,strong,0.925,crossref_book,Sosyal Bilimlerde Nicel Araştırma Yöntemleri,Büyükyılmaz Ozan,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8916,"Gürbüz, S., & Şahin, F. (2018). Sosyal bilimlerde araştırma yöntemleri. Felsefe-Yöntem-Analiz[Research methods in social sciences. Philosophy-Method-Analysis] (5th ed.). Seçkin Yayıncılık."
5062,1343312,24341914,no_match,0.0,,,,,,,,"(8) Erhat, Azra (2007), Mitoloji Sözlüğü, Remzi Kitabevi, İstanbul."
5092,1364448,25212559,no_match,0.0,,,,,,,,"Brzezinski, Z. (1994). Büyük çöküş. G. Keskil & G. Pakkan (Çev.). Türkiye İş Bankası Kültür Yayınları."
5099,1286336,21773030,no_match,0.0,,,,,,,,"Ersoy, Mehmet Âkif, Safahât, haz. Ömer Rıza Doğrul, İnkılâp Kitabevi, İstanbul 1963."
5100,1286336,21773067,no_match,0.0,,,,,,,,"Tevfik Fikret, Halûk’un Defteri, Tanîn Matbaası, İstanbul 1327."
5103,1314105,23016067,no_match,0.0,,,,,,,,"Küçükyıldız, A. (2011). Satranç’ın Atası Olan Türk Zekâ Oyunu; Mangala. Araştırma ve Eğitim Genel Müdürlüğü Yayınları."
5105,1284384,21664905,no_match,0.0,,,,,,,,"Creswell, J. W. & Creswell, J. D. (2018). [ITALIC]Research design[/ITALIC] (5th ed.). Los Angeles, USA: SAGE Publications."
5108,1301159,22420644,no_match,0.0,,,,,,,,"GÖZLER, Kemal: İdare Hukuku Cilt 1, 3. Baskı, Ekin Basım Yayın Dağıtım, Bursa, 2019."
5131,1380629,25784415,no_match,0.0,,,,,,,,"Eroğlu, Ö. (2022b). Sanat ve Sanatçı: Sanat Yaratımının Psikolojik Temelleri, İstanbul: Tekne Yayınları, s.47–55."
5139,1330823,23844467,no_match,0.0,,,,,,,,"ERDOĞAN, Muhammed Emin, Ortaöğretim T.C. İnkılap Tarihi ve Atatürkçülük Ders Kitabı, Semih Ofset SEK Yayıncılık, Ankara 2021."
5140,1211969,18659942,no_match,0.0,,,,,,,,"Sugarman, David B., Gerald T. Hotaling. 1991. Dating violence: A review of contextual and risk factors. In B. Levy (Ed.), Dating violence: Young women in danger (pp. 100–118). New York: Seal Press."
5144,1181606,16958327,strong,1.0,openlibrary,"Toplumsal Hareketler - Tarih, Teori ve Deneyim",Y.Dogan Cetinkaya (Ed.),2008,,,https://openlibrary.org/works/OL26374200W,"Çetinkaya, D.Y. (2008). Toplumsal Hareketler: Tarih, Teori ve Deneyim. İstanbul: İletişim Yayınları."
5146,1217755,20920376,strong,1.0,openlibrary,Türk kültüründe ağaç kültü,Pervin Ergun,2004,,,https://openlibrary.org/works/OL12844358W,"Ergun, P. (2004). Türk Kültüründe Ağaç Kültü. Ankara: AKM Başkanlığı Yayınları."
5192,1237240,21245259,no_match,0.0,,,,,,,,"Demirbaş T, Kriminoloji, 6. Bası, Seçkin Yayıncılık, 2016."
5196,1296166,22186150,no_match,0.0,,,,,,,,"Mill, J. S. (1978). Berkeley’s Life and Writings (1871). University of Toronto Press and Routledge & Kegan Paul. İçinde J. W. Robson (Ed.), Essays on Philosophy and the Classics by John Stuart Mill (Collected Works).: C. XI. Routledge & Kegan Paul."
5203,1238157,19595267,no_match,0.0,,,,,,,,"Gökalp, Z. (1973). Terbiyenin Sosyal ve Kültürel Temelleri (R. Kardaş, Ed.). İstanbul: Milli Eğitim Basımevi."
5261,1347350,24501641,strong,1.0,openlibrary,Yunan Mitleri,Robert Graves,2020,,,https://openlibrary.org/works/OL26215829W,"GRAVES, R. (2004). Yunan Mitleri. (çev. Uğur Akpur). İstanbul: Say Yayınları."
5276,1238686,19622648,strong,1.0,openlibrary,The Uses of Pessimism,Roger Scruton,2010,,,https://openlibrary.org/works/OL20464334W,"Scruton, R. (2010). The uses of pessimism: And the danger of false hope. New York, NY: Oxford University Press."
5289,1372765,25532348,no_match,0.0,,,,,,,,"Feyzioğlu, Turhan. İdare Hukukunda Emprevizyon Nazariyesi (Beklenmeyen Haller Meselesi). Ankara: Milli Eğitim Basımevi, 1947."
5290,1372765,26026165,no_match,0.0,,,,,,,,"Pekdinçer, R. Taner-Toprakkaya Babalık, İrem. “Korona Virüs Salgınının Sözleşmelere Etkisi, İfa İmkansızlığı, İfa Güçlüğü Ve Uyarlama”. Covid 19 Salgınının Hukuki Boyutu, Hukukun Tüm Alanlarında Değerlendirmeler (Ed. Muhammet Özekes). İstanbul: XII Levha Yayıncılık, 2020, 303- 322."
5305,1210386,18386417,strong,1.0,openlibrary,Ticari Banka Yonetiminin Temelleri,Hasan Selcuk Batu Tunay,2014,,,https://openlibrary.org/works/OL26208847W,"SELÇUK, H., & TUNAY, B. (2014). Ticari Banka Yönetiminin Temelleri, Nobel Akademik Yayıncılık, Ankara."
5311,1332672,23935863,strong,1.0,openlibrary,Yeni Bir Başlangıç,Philippe Hofman,2012,,,https://openlibrary.org/works/OL26374413W,"Hofman, P. (2012). Yeni bir başlangıç: Emeklilik (Keşifler, imkânlar, fırsatlar). İstanbul: İletişim Yayınları. google scholar"
5343,1346752,24476332,no_match,0.0,,,,,,,,"Ersoy, A. F. (2016). Fenomenoloji. Ahmet Saban ve Ali Ersoy (Ed), Eğitimde nitel araştırma desenleri (s. 51-105). Anı Yayıncılık."
5365,1233582,19428467,no_match,0.0,,,,,,,,"Coates, T.N. (2021). Önsöz (S. Demirdöğdü, Çev.). T. Morrison (Yazar), Ötekilerin kökeni içinde (s. 7-14). Sel Yayıncılık. (Özgün eser 2017 yılında yayınlanmıştır)"
5381,1332396,23923865,no_match,0.0,,,,,,,,"Cohen, D. (1995). Erkek olmak. Y. Alagon (Çev.). İstanbul: Alan Yayıncılık."
5425,1277936,21296853,no_match,0.0,,,,,,,,"JELAVICH, Barbara, Balkan Tarihi, 18. ve 19.Yüzyıllar, Küre Yayınları, terc. İhsan Durdu, İstanbul 2006."
5430,1328116,23724691,no_match,0.0,,,,,,,,"Yazıcıoğlu, Y. ve S. Erdoğan (2004). SPSS Uygulamalı Bilimsel Araştırma Yöntemleri. Ankara: Detay Yayıncılık."
5449,1293144,22062491,strong,1.0,openlibrary,Qualitative data analysis,Matthew B. Miles,1984,,,https://openlibrary.org/works/OL2022506W,"Miles, M. B., & Huberman, A. M. (1994). Qualitative data analysis: An expanded sourcebook. Sage Publications."
5452,1368025,25360816,no_match,0.0,,,,,,,,"Sekkâkî, İbn Ya'kûb Yûsuf b. Ebî Bekr Muhammed b. Alî. Miftâhu’l-ʿulûm. Beyrut: Dâru’l-Kütübi’l-ʿİlmiyye, 1987."
5463,1218211,19077091,no_match,0.0,,,,,,,,"Maşalı, Mehmet Emin. “Kur’an’ı Anlamanın Anlamı”. Kur’an’ı Anlama Sem-pozyumu 14-16 Mayıs 2010. 109-119. İzmir: Tibyan Yayıncılık, 2011."
5483,1314226,23029264,strong,1.0,openlibrary,Erken Cocukluk Egitiminde Etkili Uygulamalar,"Hatice Zeynep Inan, Sue Bredekamp, Taskýn Inan",2015,,,https://openlibrary.org/works/OL26163230W,"Bredekamp, S. (2015). Erken çocukluk eğitiminde etkili uygulamalar. Nobel Yayıncılık."
5492,1288874,21888365,no_match,0.0,,,,,,,,"Gazzî, Kemâleddin b. Muhammed el-Gazzî el-Âmirî. en-Naʿtü’l-ekmel. nşr. M. Mutî‘ el-Hâfız – Nizâr Abâza. Dımaşk: Dâru’l-Fikir, 1402/1982."
5502,1284464,21668668,no_match,0.0,,,,,,,,"Bayram, M. (2003c). Sadruddin Konevi kütüphanesi ve kitapları. Türkiye Selçukluları Üzerine Araştırmalar içinde s. 190-199, Konya: Kömen Yayınları."
5504,1246723,20590454,no_match,0.0,,,,,,,,"Turan, R. (2016). Türkmenistan’da okutulan tarih ders kitaplarında Osmanlı devleti’ne yaklaşım. M. Koçak (Ed.), Uluslararası Türk dünyası eğitim bilimleri ve sosyal bilimler kongresi bildirileri (s. 37-48) içinde. Türk Eğitim-Sen Genel Merkezi Yayınları."
5510,1314989,23084249,strong,0.988,openlibrary,Flora of Turkey and the East Aegean islands,P. H. Davis,1965,,,https://openlibrary.org/works/OL12315980W,"Davis, P.H. (Edt.) (1982). Flora of Turkey and The East Aegean Island. Univ. Press, Edinburgh. 7. 297-313."
5532,1192678,17741473,no_match,0.0,,,,,,,,"Karakullukçu, B. (2020). Nitel araştırmalarda içerik analizi ve pazarlama örnekleri. In M. Zerenler (Edt), Pazarlamanın nitel çağı (p.137-156). İstanbul: Çizgi Kitabevi."
5544,1182045,16986396,no_match,0.0,,,,,,,,"Mazıoğlu, H. (1974). Ahmed Fakih, Kitābu Evsāfı Mesācidi’ş-Şerįfe. Ankara: Türk Dil Kurumu Yayınları."
5547,1243549,19863886,no_match,0.0,,,,,,,,"Asan, Ü. (2017a). Anıt ağaç kavramının fiziksel, görsel ve sosyokültürel dayanakları. Arkeoloji ve Sanat Yayınları."
5554,1264148,20670278,no_match,0.0,,,,,,,,"Kaya, E. (2007). Birinci Dünya Savaşı ve Milli Mücadele’de vilâyât-ı şarkiyye ve Aydın vilayeti mültecileri (1915-1923). Ankara: Ebabil Yayıncılık."
5556,1264148,20670289,no_match,0.0,,,,,,,,"Üngör, U. Ü. (2015). Felaketlerle dolu on yıl: (1915-1925) Ermeniler ve Kürtler. J. Jongerden, J. Verheij (Haz.), Osmanlı Döneminde Diyarbekir’de Toplumsal İlişkiler (1870-1915) içinde (s. 269-298). A. Gür (Çev.). İstanbul: İstanbul Bilgi Üniversitesi Yayınları."
5558,1191474,17427340,possible,0.744,crossref_book,Okul Öncesi Eğitimde Aile Katılım Çalışmaları,DİNÇ Berrin,2011,Pegem Akademi Yayıncılık,,https://doi.org/10.14527/9786053641315.06,"Dinç, B. (2015). Okul öncesi eğitimde aile ve toplum işbirliği. N. Avcı & M. Toran (Ed.), Okul öncesi eğitime giriş içinde (ss. 267-288). Eğiten kitap."
5567,1218310,19084026,no_match,0.0,,,,,,,,"Bayar, P., ve Koruç, Z. (1992). Reaksiyon zamanı ve el-göz koordinasyonu ölçer iki aracın Türkiye normlarının saptanmasına yönelik ön çalışma. 11. Spor Bilimleri Ulusal Sempozyumu bildiriler kitabı içerisinde (ss. 136-143) Ankara."
5577,1347356,24501890,no_match,0.0,,,,,,,,"“Türkiye’de Verem Mücadelesinin Halihazır Durumu Nasıldır ve Nasıl Olmalıdır?”. Üçüncü Türk Tüberküloz Kongresi 17-20 Şubat 1957, İstanbul: İstanbul Matbaası. 90-98."
5587,1304588,22557641,no_match,0.0,,,,,,,,"Gelb, A. H. (1988). Oil windfalls: Blessing or curse? Oxford University Press."
5591,1325496,23614701,no_match,0.0,,,,,,,,"Descartes, Rene. Yöntem Üzerine Söylev. çev. Aziz Yardımlı. İstanbul: Sosyal Yayınları, 1998."
5592,1325496,23614721,no_match,0.0,,,,,,,,"İkbal, Muhammed. Rumuz-u Bihodi. çev. Ali Nihat Tarlan. 1. Baskı, İstanbul: Yenilik Basımevi, 1958."
5593,1325496,23614728,no_match,0.0,,,,,,,,"Kuru, Ahmet. İbn Haldun'un Toplum ve Tarih Teorisi. İstanbul: Dergâh Yayınları, 2003."
5594,1184258,17686698,no_match,0.0,,,,,,,,"Demirbilek, S. (2005). Sosyal güvenlik sosyolojisi. İstanbul: Legal Yayınları."
5602,1353266,24737428,no_match,0.0,,,,,,,,"Moed, H. F. (2006). Citation Analysis in Research Evaluation (Vol. 9). Netherlands: Springer Science and Business Media."
5618,1207055,18181728,no_match,0.0,,,,,,,,"Batool, S., Momineen, F., & Tanveer, A. (2020). Framing of Christchurch attacks in international media: A comparative analysis of Muslim and non-Muslim press. International Review of Social Sciences, 8(10), 62-70."
5630,1203642,18035037,no_match,0.0,,,,,,,,"5. Terzioğlu A. Türkiye‘de Görev Yapmış Olan Alman Asıllı Tıp ve Deneysel Bilim Dallarındaki Profesörlerin Biyografileri. Arslan Terzioğlu (ed.). Türk-Alman Tıbbî İlişkileri Simpozyum Bildirileri. İstanbul: İstanbul Üniversitesi Tıp Fakültesi Yayınları, İstanbul, 1981:131-216."
5631,1203642,18035061,no_match,0.0,,,,,,,,"29. Sağlam T. Büyük Harpte 3. Orduda Sıhhî Hizmet. İstanbul: Askeri Matbaa, 1941."
5635,1199180,17834765,no_match,0.0,,,,,,,,"Sina, İ. (2013). Kitabu’ş-Şifa Metafizik (E. Demirli & Ö. Türker, Çev.). İstanbul: Litera Yayıncılık."
5641,1208073,18253185,no_match,0.0,,,,,,,,"Copeaux, E. (2006). Tarih ders kitaplarında (1931-1993) Türk tarih tezinden Türk-İslam sentezine. İletişim Yayınları."
5658,1324759,25796079,no_match,0.0,,,,,,,,"Hafız Mehmed Ziyaeddin (Kale-i Sultaniyeli Türkzâde). Mecelle-i Ahkam-ı Adliye Şerhi. Kasbar Matbaası, Dersaadet, 1312."
5696,1182368,16997647,no_match,0.0,,,,,,,,"Râşid Mehmed Efendi. Târih-i Râşid ve Zeyli. Haz. Abdülkadir Özcan, Yunus Uğur, Baki Çakır ve Ahmet Zeki İzgöer. İstanbul: Klasik Yayınları, 2013."
5704,1307897,22674065,strong,1.0,openlibrary,Yapay Ögrenme,Ethem Alpaydin,2020,,,https://openlibrary.org/works/OL26254227W,"Alpaydın, E. (2013). Yapay öğrenme. Boğaziçi Üniversitesi Yayınevi."
5713,1363834,25395473,no_match,0.0,,,,,,,,"Tek, OÖ. B. (1999). Pazarlama ilkeleri ve global yönetimsel yaklaşım türkiye uygulamaları. Beta Yayınları."
5743,1270340,20942136,no_match,0.0,,,,,,,,"Erarslan Türkmen, Sevgi (2019) Özel Nitelikli Kişisel Verilerin İşlenmesinde Açık Rızanın Aranmadığı Haller, İstanbul: XII Levha Yayınları."
5747,1385474,25956248,no_match,0.0,,,,,,,,"İbn Sînâ, Ebû Alî el-Hüseyn b. Abdillâh b. Alî. İşaretler ve Tembihler. çev. Ali Durusoy vd. İstanbul: Litera Yayıncılık, 2005."
5752,1377981,25703701,no_match,0.0,,,,,,,,"Türcan, Zişan. Hadis Şerh Geleneği Doğuşu, Gelişimi ve Dönüşümü. Ankara: Türkiye Diyanet Vakfı Yayınları, 2. Basım, 2020."
5770,1333989,23983113,no_match,0.0,,,,,,,,"Erkanal, H. (2012). Girnavaz 1982–1991. In O. Bingöl, A. Öztan & H. Taşkıran (Eds.), Dil ve Tarih–Coğrafya Fakültesi 75. Yıl Armağanı, DTCF Arkeoloji Bölümü Tarihçesi ve Kazıları (1936–2011). Anadolu Ek III.2. Ankara: Ankara Üniversitesi Basımevi."
5788,1318899,23316522,no_match,0.0,,,,,,,,"Deleuze, Gilles ve Félix Guattari. 1988. A Thousand Plateaus Capitalism & Schizophrenia. Çeviren Brian Massumi. Minneapolis: University of Minnesota Press."
5810,1352854,24718699,no_match,0.0,,,,,,,,"BEAN, P. (2003). Crime: Critical Concepts in Sociology. Canada: Routledge."
5811,1352854,24718707,strong,0.982,openlibrary,Cariyeler Bacilar Yurttaslar,Deniz Kandiyoti,2000,,,https://openlibrary.org/works/OL26276204W,"KANDİYOTİ, D. (2019). Cariyeler, bacılar, Yurttaşlar: Kimlikler ve Toplumsal Dönüşümler. İstanbul: Metis Yayınları."
5841,1370763,25457829,no_match,0.0,,,,,,,,"Özakpınar, Y. (2010). Hafıza yanılmaları ve iki ayrı hafıza kodu teorisi. Ötüken Neşriyat. İstanbul."
5847,1178378,16789134,no_match,0.0,,,,,,,,"Zeller, Eduard, Grek Felsefesi Tarihi, İstanbul, İz Yayıncılık, 2001."
5856,1221281,19242407,no_match,0.0,,,,,,,,"Aybay, Aydın/ Hatemi, Hüseyin. Eşya Hukuku, Gözden Geçirilmiş 4. Bası, Vedat Kitapçılık, İstanbul, 2014."
5864,1341423,24256507,no_match,0.0,,,,,,,,"Rauch, A., & Frese, M. (2007a). Born to be an entrepreneur? Revisiting the personality approach to entrepreneurship. In J. R. Baum, M. Frese, & R. A. Baron (Ed.), The psychology of entrepreneurship (p. 41–65). Psychology Press."
5883,1317095,23216636,no_match,0.0,,,,,,,,"Aulock, H. von. 1977. Münzen und Städte Pisidiens. Vol. 1. IstMitt Suppl. 19. Tübingen: Verlag Ernst Wasmuth."
5889,1365048,25238461,no_match,0.0,,,,,,,,"ERDEM, Tarhan (Haz.): Anayasalar ve Belgeler 1876-2012, İstanbul 2012 (Doğan Kitap)."
5891,1194079,17579347,no_match,0.0,,,,,,,,"1. Şirin, A, Kavlak, O. Kadın Sağlığı, Nobel Tıp Kitabevi. 2’nci Baskı, 2015."
5893,1343465,24351396,no_match,0.0,,,,,,,,"Arıkoğlu, E., Alimova, C., Askarova, R., & Selçuk, B. K. (2023). Kırgızca-Türkçe sözlük 1. cilt A-J. Türk Dil Kurumu Yayınları."
5894,1343465,24351433,no_match,0.0,,,,,,,,Şemsettin Sami (1317/1899). Kâmūs-ı Türkî. İkdam Matbaası.
5916,1180280,16947788,no_match,0.0,,,,,,,,"Güngör, H. (2005). Görsel sanatlar ve mimarlık için temel tasar (Cilt Genişletilmiş 3.baskı). Eren Ofset Matbaası."
5930,1317681,25290133,no_match,0.0,,,,,,,,"YEŞİL, Fatih, İhtilâller Çağında Osmanlı Ordusu, Osmanlı İmparatorluğu’nda Sosyoekonomik ve Sosyopolitik Değişim Üzerine Bir İnceleme (1793-1826), Tarih Vakfı Yurt Yayınları, İstanbul 2016."
5938,1181577,16956233,no_match,0.0,,,,,,,,"Kalelioğlu, Uğur Berk (2020): Federal Almanya’da Bir Türk Derneği: Atatürkçü Düşünce Derneği. Ankara: Net Kitaplık Yayıncılık."
5940,1246625,19935344,no_match,0.0,,,,,,,,"McGuire, J. E. - Tamny, Martin. Certain Philosophical Questions: Newton’s Trinity Notebook. Cambridge: Cambridge University Press, 1983."
5947,1324451,23574005,no_match,0.0,,,,,,,,"Mâtürîdî, Ebû Mansûr. Te'vîlâtü Ehli’s-sünne. thk. Mecdi Basellum. Beyrut: Dâru’l-Kütübi’l-İlmiyye, 2005."
5960,1252893,20292150,no_match,0.0,,,,,,,,"Bozkurt Yüksel – Armağan Ebru. Yapay Zekâ Endüstri 4.0 ve Robot Üreticiler – Hukuki Bakış. İstanbul: Aristo Yayınları, 2019."
5968,1218174,19076415,no_match,0.0,,,,,,,,"Bozgeyik, Hayri. Marka Hakkının Korunması. İstanbul: On İki Levha Yayıncılık, 2019."
5972,1353674,24753520,no_match,0.0,,,,,,,,"(33) Fındıkçı, İ. (2014). Aile şirketleri, (5). İstanbul: Alfa Yayınları."
6000,1298330,22580273,no_match,0.0,,,,,,,,"İbn Mücâhid, Ebû Bekr Ahmed b. Musa b. el-Abbâs et-Temîmi. Kitâbü’s-Seb’a fi’l-Kırâât, thk. Şevkî Dayf Mısır: Dâru’l-Marife, 1980."
6001,1298330,22580285,no_match,0.0,,,,,,,,"Nedvî, Abdullah Abbas. Kâmûs-u elfâzi’l-Kur’an-ı kerîm, Cidde: Dâru’ş-Şuruk, 1983."
6002,1298330,22580305,no_match,0.0,,,,,,,,"Tetik, Necati. “Ses ve Anlam İlişkisi Bakımından Kur’an Ve Kıraat”, Kur’an ve Dil -Dilbilim ve Hermenötik- Sempozyumu (17-18 Mayıs 2001 Van), Erzurum: Bakanlar Matbaası, 2001."
6008,1159687,16015799,strong,1.0,openlibrary,huzur sokağı,Şule Yüksel Şenler,2010,,,https://openlibrary.org/works/OL16795977W,"Şenler, Ş. Y. (1994). Huzur sokağı. İstanbul: Timaş Yayınları."
6009,1159687,16015807,no_match,0.0,,,,,,,,"Yılmaz, D. (2011). Roman sanatı ve toplum. İstanbul: Kesit Yayınları."
6011,1355683,24841642,no_match,0.0,,,,,,,,"AYDIN, Mahir, Gümülcine Sancağı 1879-1912, Türk Tarih Kurumu Yayınları, Ankara 2022."
6020,1230735,19278361,no_match,0.0,,,,,,,,"Huebner, E. S. (1997). Life satisfaction and happiness. In G.G. Bear, K.M. Minke, & A. Thomas (Eds.), Children's needs II: Development, problems and alternatives (pp.271-278). National Association of School Psychologists."
6064,1213727,18852046,no_match,0.0,,,,,,,,"Alpar, R. (2016). Uygulamalı İstatistik, Geçerlik ve Güvenirlik, (4. Baskı), Ankara, Detay Yayıncılık."
6072,1231025,19290356,no_match,0.0,,,,,,,,"Açıkgenç, A. (1998). Kavram ve Süreç olarak Bilginin İslamileştirilmesi. İstanbul: Nesil Yayıncılık."
6088,1246096,19914401,no_match,0.0,,,,,,,,"Zeydânî, Mazharuddin el-Hüseyin b. Mahmûd b. el-Hasen. el-Mefâtîh fî şerhi’l-Mesâbîh. thk. Nuruddîn Tâlib. 6. Cilt. Kuveyt: Dâru’n-Nevâdir, 1433/2012."
6094,1183896,17535510,no_match,0.0,,,,,,,,"Yousef MK. Stress Physiology in Livestock. 1st Ed., CRC Press, Boca Raton, FL, ISBN: 0849356679, 1985."
6099,1270475,20950990,no_match,0.0,,,,,,,,"Beğavî, Ebû Muhammed. Tefsîru’l-Beğavî (Meâlimü’t-Tenzîl). nşr. Hâlid Ab-durrahmân el-Akk-Mervan Sevâr. Beyrut: Dâru’l-Ma’rife, 1995."
6100,1270475,20951020,no_match,0.0,,,,,,,,"Uzun, Nihat. “Tefsir İlmi Açısından Bâtınî ve İşârî Yorumun İlmî Değeri”. Kur’ân’ın Batınî ve İşârî Yorumu. ed. Mustafa Öztürk. (181-237) İstanbul: Kuramer Yayınları, 2018."
6102,1280623,22325260,no_match,0.0,,,,,,,,Ecology (s. 225-240). Athens and London: University of Georgia Press.
