sample_index,publication_id,reference_id,reference_order,source_doi,datacite_status,datacite_doi,datacite_title,datacite_publisher,datacite_year,datacite_type,datacite_url,confidence,title_coverage,title_similarity,title_token_count,author_coverage,year_match,request_key,query_source,query,context
6165,1323795,23548804,8,,no_match,,,,,,,,,,,,,search:balci 2007 negatif siyasal reklamlarda ikna edici mesaj stratejisi olarak korku cekiciligi kullanimi selcuk universitesi sosyal bilimler enstitusu 106,context,balci 2007 negatif siyasal reklamlarda ikna edici mesaj stratejisi olarak korku cekiciligi kullanimi selcuk universitesi sosyal bilimler enstitusu 106,"Balcı, Ş. (2007). Negatif siyasal reklamlarda ikna edici mesaj stratejisi olarak korku çekiciliği kullanımı. Selçuk Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 17, 73–106."
6166,1323795,23548809,13,,no_match,,,,,,,,,,,,,search:berger 2014 gorme bicimleri salman trans 20th metis yayinlari,context,berger 2014 gorme bicimleri salman trans 20th metis yayinlari,"Berger, J. (2014). Görme biçimleri (Y. Salman, Trans., 20th ed.). Metis Yayınları."
6168,1250297,20097022,2,,no_match,,,,,,,,,,,,,search:ayyildiz 1990 sulama suyu kalitesi tuzluluk problemleri ziraat fakultesi yayinlari 1196 ders kitabi 344s 282 ankara,context,ayyildiz 1990 sulama suyu kalitesi tuzluluk problemleri ziraat fakultesi yayinlari 1196 ders kitabi 344s 282 ankara,"Ayyıldız, M., 1990. Sulama Suyu Kalitesi ve Tuzluluk Problemleri A.Ü. Ziraat Fakültesi Yayınları:1196, Ders Kitabı: 344s.1-282, Ankara."
6170,1250297,20097031,11,,no_match,,,,,,,,,,,,,search:granberry harrison kelley 2012 drip chemigation injecting fertilizer acid chlorine univ georgia cooperative extension athens 1130,context,granberry harrison kelley 2012 drip chemigation injecting fertilizer acid chlorine univ georgia cooperative extension athens 1130,"Granberry, D.M., Harrison, K.A., Kelley, W. T., 2012. Drip Chemigation: Injecting Fertilizer, Acid and Chlorine. Univ. of Georgia, Cooperative Extension, Athens, GA, 1130."
6171,1250297,20097041,21,,no_match,,,,,,,,,,,,,search:tekin boyaci sezen gonen soylu soyuguzel ustun 2016 kahramanmaras yoresinde yaygin olarak kullanilan damla sulama damlaticilarinin hidrolik ozelliklerinin degerlendirilmesi tarim doga 445 453,context,tekin boyaci sezen gonen soylu soyuguzel ustun 2016 kahramanmaras yoresinde yaygin olarak kullanilan damla sulama damlaticilarinin hidrolik ozelliklerinin degerlendirilmesi tarim doga 445 453,"Tekin, S., Boyacı, S., Sezen, S. M., Gönen, E., Soylu, E., Soyugüzel, E., Üstün, Y., 2016. Kahramanmaraş Yöresinde Yaygın Olarak Kullanılan Damla Sulama Damlatıcılarının Hidrolik Özelliklerinin Değerlendirilmesi. Tarım ve Doğa Dergisi. 19(4): 445-453."
6172,1271950,21023483,14,,no_match,,,,,,,,,,,,,search:gonzalez gonzalez ledesma 2015 highlights consumption satisfaction nautical tourism comparative visitors canary islands morocco gestion ambiente 129 145,context,gonzalez gonzalez ledesma 2015 highlights consumption satisfaction nautical tourism comparative visitors canary islands morocco gestion ambiente 129 145,"Gonzalez, Y. E. L., Gonzalez, C. J. L., ve Ledesma, J. L. (2015). Highlights of consumption and satisfaction in nautical tourism: A comparative study of visitors to the Canary Islands and Morocco. Gestion y Ambiente, 18(1), 129-145."
6173,1247981,19985217,30,,no_match,,,,,,,,,,,,,search:magie 2001 anadolu romalilar attalos vasiyeti arkeoloji sanat yayinlari,context,magie 2001 anadolu romalilar attalos vasiyeti arkeoloji sanat yayinlari,"Magie, D. (2001). Anadolu’da Romalılar, Attalos’un vasiyeti. Arkeoloji ve Sanat Yayınları."
6174,1321622,23453127,12,,no_match,,,,,,,,,,,,,search:hindi siraceddin omer ishak gaznevi risaletu kefaeh riyad riyad universi tesi kutuphanesi 2074 92b 100a,context,hindi siraceddin omer ishak gaznevi risaletu kefaeh riyad riyad universi tesi kutuphanesi 2074 92b 100a,"Hindî, Sirâceddîn Ömer b. İshâk el-Gaznevî. Risāletü’l-kefāeh. Riyad: Riyâd Üniversi-tesi Kütüphanesi, nr. 2074, 92b-100a."
6175,1321622,23453148,33,,no_match,,,,,,,,,,,,,search:seyhizade abdurrahman mecma enhur serhi multeka ebhur cilt turkiye daru tibaati amira 1328,context,seyhizade abdurrahman mecma enhur serhi multeka ebhur cilt turkiye daru tibaati amira 1328,"Şeyhîzâde, Abdurrahman. Mecmaʿu’l-enhur fī şerhi Mülteka’l-ebḥur. 2 Cilt. Türkiye: Dârü’t-Tıbâati’l-Âmira, 1328."
6176,1219622,19134272,18,,no_match,,,,,,,,,,,,,search:gole celal bilgec hakan ticari isletme islettikleri halde tacir sayilmayan dernek vakiflara iliskin duzenlemenin ttk degerlendirilmesi banka ticaret hukuku xxxii 2016,context,gole celal bilgec hakan ticari isletme islettikleri halde tacir sayilmayan dernek vakiflara iliskin duzenlemenin ttk degerlendirilmesi banka ticaret hukuku xxxii 2016,"Göle, Celal- Bilgeç, Hakan. “Ticari İşletme İşlettikleri Halde Tacir Sayılmayan Dernek ve Vakıflara İlişkin Düzenlemenin (TTK m. 16/2) Değerlendirilmesi”, Banka ve Ticaret Hukuku Dergisi XXXII/4 (2016), 5-22."
6177,1219622,19134300,46,,no_match,,,,,,,,,,,,,search:oztan bilge tuzel kisiler ankara turhan kitabevi basim 1998,context,oztan bilge tuzel kisiler ankara turhan kitabevi basim 1998,"Öztan, Bilge. Tüzel Kişiler. Ankara: Turhan Kitabevi. 2. Basım, 1998."
6178,1219622,19134307,53,,no_match,,,,,,,,,,,,,search:sener oruc hami ticaret hukukunun genel ilkelerine ticari isletme hukukuna iliskin emsal yargitay kararlarinin degerlendirilmesi ankara seckin yayincilik 2022,context,sener oruc hami ticaret hukukunun genel ilkelerine ticari isletme hukukuna iliskin emsal yargitay kararlarinin degerlendirilmesi ankara seckin yayincilik 2022,"Şener, Oruç Hami. Ticaret Hukukunun Genel İlkelerine (Ticari İşletme Hukukuna) İlişkin Emsal Yargıtay Kararlarının Değerlendirilmesi. Ankara: Seçkin Yayıncılık, 2022."
6182,1163862,16736105,32,,no_match,,,,,,,,,,,,,search:ozkirimli 2009 milliyetcilik kuramlari elestirel bakis baski dogu bati yayinlari ankara,context,ozkirimli 2009 milliyetcilik kuramlari elestirel bakis baski dogu bati yayinlari ankara,"Özkırımlı, U. (2009). Milliyetçilik Kuramları -Eleştirel Bir Bakış-. 3. Baskı, Doğu Batı Yayınları, Ankara."
6192,1360222,25335818,105,,no_match,,,,,,,,,,,,,search:kazanci 2009 turkiye gollerinin son yuzyilda ugradigi fiziksel degismeler turkiye jeoloji kurultayi ankara 292 293,context,kazanci 2009 turkiye gollerinin son yuzyilda ugradigi fiziksel degismeler turkiye jeoloji kurultayi ankara 292 293,"[105] Kazancı, N. 2009. Türkiye Göllerinin Son Yüzyılda Uğradığı Fiziksel Değişmeler. 62. Türkiye Jeoloji Kurultayı, Ankara, pp. 292-293."
6193,1360222,25335858,145,,no_match,,,,,,,,,,,,,search:ongun govdere durgun kaygisiz 2015 burdur ilinin kirsal turizm potansiyelinin degerlendirilmesi sorunlari cozum onerileri rural tourism potential evaluation burdur province problems solution proposals mehmet akif ersoy universitesi sosyal bilimler enstitusu,context,ongun govdere durgun kaygisiz 2015 burdur ilinin kirsal turizm potansiyelinin degerlendirilmesi sorunlari cozum onerileri rural tourism potential evaluation burdur province problems solution proposals mehmet akif ersoy universitesi sosyal bilimler enstitusu,"[145] Ongun, U., Gövdere, B., Durgun Kaygısız, A. 2015. Burdur İlinin Kırsal Turizm Potansiyelinin Değerlendirilmesi: Sorunları ve Çözüm Önerileri-Rural Tourism Potential Evaluation Of Burdur Province: Problems and Solution Proposals. Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi, 7(12), 99-116."
6198,1185929,18351676,28,,no_match,,,,,,,,,,,,,search:karaca uzun 2021 vardiyali calisan personelin aile catisma duzeyinin belirlenmesi elazig havalimani ornegi international economic administrative academic research,context,karaca uzun 2021 vardiyali calisan personelin aile catisma duzeyinin belirlenmesi elazig havalimani ornegi international economic administrative academic research,"Karaca, A. ve Uzun, F. (2021). Vardiyalı çalışan personelin iş-aile çatışma düzeyinin belirlenmesi: Elazığ havalimanı örneği. Internatıonal Journal Of Economıc And Admınıstratıve Academıc Research, 1(2), 1-22."
6201,1271147,21101999,42,,no_match,,,,,,,,,,,,,search:ersoy 2008 islah ifsat medeniyetinin temeli esam adresinden 2021 alindi,context,ersoy 2008 islah ifsat medeniyetinin temeli esam adresinden 2021 alindi,"Ersoy, A. (2008). Islah ve ifsat medeniyetinin temeli. ESAM: http://www.esam.org.tr/ adresinden (24.04.2021) alındı."
6202,1271147,21102017,60,,no_match,,,,,,,,,,,,,search:mencan 2011 erbakan mirasi umran sayi 200,context,mencan 2011 erbakan mirasi umran sayi 200,"Mencan, Q. (2011). Erbakan’ın mirası. Umran Dergisi, Sayı: 200, 33-35."
6203,1335297,24033159,22,,no_match,,,,,,,,,,,,,search:senyurt oya osmanli mimarisinin temel ilkeleri resim insa uzerinden gerceklestirilen farkli yaklasim istanbul dogu kitabevi 2015,context,senyurt oya osmanli mimarisinin temel ilkeleri resim insa uzerinden gerceklestirilen farkli yaklasim istanbul dogu kitabevi 2015,"Şenyurt, Oya. Osmanlı Mimarisinin Temel İlkeleri Resim ve İnşa Üzerinden Gerçekleştirilen Farklı Bir Yaklaşım. İstanbul: Doğu Kitabevi, 2015."
6204,1355563,24837158,3,,no_match,,,,,,,,,,,,,search:dastan 2023 bilim degildir michel foucault nun modern bilim elestirisi konya cizgi kitabevi,context,dastan 2023 bilim degildir michel foucault nun modern bilim elestirisi konya cizgi kitabevi,"Daştan, U. (2023). Bilim Ne Değildir? Michel Foucault'nun Modern Bilim Eleştirisi. Konya: Çizgi Kitabevi."
6205,1355563,24837159,4,,no_match,,,,,,,,,,,,,search:deleuze 2009 aygit nedir deleuze lapoujade icinde iki delilik rejimi keskin cev istanbul baglam yayinlari,context,deleuze 2009 aygit nedir deleuze lapoujade icinde iki delilik rejimi keskin cev istanbul baglam yayinlari,"Deleuze, G. (2009). Bir Aygıt Nedir? G. Deleuze, & D. Lapoujade (Dü.) içinde, İki Delilik Rejimi (M. E. Keskin, Çev.). İstanbul: Bağlam Yayınları."
6207,1294961,22130278,23,,no_match,,,,,,,,,,,,,search:investing com 2023 abd soya fasulyesi endeks verileri soybeans accessed 2023,context,investing com 2023 abd soya fasulyesi endeks verileri soybeans accessed 2023,"Investing.com, 2023. ABD Soya Fasülyesi Endeks Verileri. https://www.investing.com/commodities/us soybeans, Accessed 26.02.2023."
6209,1250757,20779436,40,,no_match,,,,,,,,,,,,,search:smirke 2022 mart ifpi global report 2022 music revenues rise seventh straight year pdf belgesi erisim adresi pdf,context,smirke 2022 mart ifpi global report 2022 music revenues rise seventh straight year pdf belgesi erisim adresi pdf,"Smirke, R. (2022, 22 Mart). IFPI global report 2022: Music revenues rise for seventh straight year to $25.9B [PDF belgesi]. Erişim adresi: https://www.billboard.com/wp-content/uploads/2022/03/march-22-2022-billboardbulletin. pdf"
6210,1250757,20779442,46,,no_match,,,,,,,,,,,,,search:wijman 2021 aralik games market beyond 2021 year numbers blog yazisi erisim adresi,context,wijman 2021 aralik games market beyond 2021 year numbers blog yazisi erisim adresi,"Wijman, T. (2021, 22 Aralık). The games market and beyond in 2021: the year in numbers [Blog yazısı]. Erişim adresi: https://newzoo.com/insights/articles/the-games-market-in-2021-the-year-in-numbers-esports-cloudgaming"
6211,1368002,25359918,11,,no_match,,,,,,,,,,,,,search:birlesmis milletler 1989 united nations convention rights child united nations,context,birlesmis milletler 1989 united nations convention rights child united nations,Birleşmiş Milletler. (1989). United Nations convention on the rights of the child. United Nations.
6215,1280435,21441638,12,,no_match,,,,,,,,,,,,,search:chp 2022 fethi acikel hemsirelerimiz arasinda beyin gocu yayginlasiyor aralik 2023 adresinden alindi,context,chp 2022 fethi acikel hemsirelerimiz arasinda beyin gocu yayginlasiyor aralik 2023 adresinden alindi,"CHP. (2022, 05 12). Fethi Açıkel: Hemşirelerimiz Arasında da Beyin Göçü Yaygınlaşıyor. 15 Aralık 2023’de https://chp.org.tr/haberler/fethi-acikel-hemsirelerimiz-arasinda-da-beyin-gocu-yayginlasiyor adresinden alındı."
6216,1280435,21441647,21,,no_match,,,,,,,,,,,,,search:erkal 2011 beyin gocu istanbul sociological studies,context,erkal 2011 beyin gocu istanbul sociological studies,"Erkal, M. (2011). Beyin Göçü. Istanbul Journal of Sociological Studies, (18), 73-80."
6220,1225272,18987536,4,,no_match,,,,,,,,,,,,,search:bagdadi 2002 usulu din daru kutubu ilmiyye,context,bagdadi 2002 usulu din daru kutubu ilmiyye,"Bağdadî, A. (2002). Usûlu’d-Dîn. Dârü’l-Kütübü’l-İlmiyye."
6223,1186341,17540892,28,,no_match,,,,,,,,,,,,,search:world bank 2022 databank world development indicators ekim 2022 tarihinde adresinden erisildi,context,world bank 2022 databank world development indicators ekim 2022 tarihinde adresinden erisildi,The World Bank. (2022). DataBank - World development indicators. 15 Ekim 2022 tarihinde https://databank.worldbank.org/source/world-development-indicators adresinden erişildi.
6224,1186341,17540895,31,,no_match,,,,,,,,,,,,,search:turkiye istatistik kurumu 2020 dis ticaret istatistikleri aralik 2019 eylul 2022 tarihinde adresinden erisildi,context,turkiye istatistik kurumu 2020 dis ticaret istatistikleri aralik 2019 eylul 2022 tarihinde adresinden erisildi,"Türkiye İstatistik Kurumu. (2020). Dış ticaret istatistikleri, Aralık 2019. 25 Eylül 2022 tarihinde https://data.tuik.gov.tr/Kategori/GetKategori?p=dis-ticaret-104&dil=1 adresinden erişildi."
6229,1181605,16958305,35,,no_match,,,,,,,,,,,,,search:sayer corrigan 1983 late marx russian road marx peripheries capitalism monthly press classic titles,context,sayer corrigan 1983 late marx russian road marx peripheries capitalism monthly press classic titles,"Sayer, D., & Corrigan, P. (1983). Late Marx And The Russian Road: Marx And The Peripheries Of Capitalism. Monthly Review Press Classic Titles, 77-94."
6230,1336446,24079963,29,,no_match,,,,,,,,,,,,,search:duran resul turkiye aile yapisinin gelecegine yonelik cikarimlarin degerlendirilmesi ondokuz mayis universitesi kadin aile arastirmalari vol 2022 147 164,context,duran resul turkiye aile yapisinin gelecegine yonelik cikarimlarin degerlendirilmesi ondokuz mayis universitesi kadin aile arastirmalari vol 2022 147 164,"Duran, Resul. “Türkiye Aile Yapısının Geleceğine Yönelik Çıkarımların Değerlendirilmesi.” Ondokuz Mayıs Üniversitesi Kadın ve Aile Araştırmaları Dergisi, vol. 2, no. 1, 2022, ss. 147–164."
6231,1336446,24079981,47,,no_match,,,,,,,,,,,,,search:mahalla oila ilmiy tadqiqot instituti eylul 2024,context,mahalla oila ilmiy tadqiqot instituti eylul 2024,"Mahalla va Oila İlmiy-Tadqiqot İnstituti. 07 Eylül 2024, https://moiti.uz/oz."
6234,1298333,22580530,15,,no_match,,,,,,,,,,,,,search:elbani muhammed nasuruddin silsiletu ehadisi sahiha sey min fikhiha feva idiha riyad mektebetu mearif 1415 1422 1995 2002,context,elbani muhammed nasuruddin silsiletu ehadisi sahiha sey min fikhiha feva idiha riyad mektebetu mearif 1415 1422 1995 2002,"Elbânî, Muhammed Nâsuruddîn. Silsiletü’l-ehâdîsi’s-sahîha ve şeyʾün min fıkhihâ ve fevâʾidihâ. Riyâd: Mektebetü’l-Meârif, 1415-1422/1995-2002."
6239,1200178,17875692,27,,no_match,,,,,,,,,,,,,search:suyono fahrunnida nopitasari utama 2016 identification microalgae species lipid profiling glagah consortium biodiesel development local marine resource engineering applied sciences 9970 9973,context,suyono fahrunnida nopitasari utama 2016 identification microalgae species lipid profiling glagah consortium biodiesel development local marine resource engineering applied sciences 9970 9973,"Suyono, E. A., Fahrunnida, Nopitasari, S., & Utama, I. (2016). Identification of microalgae species and lipid profiling of Glagah consortium for biodiesel development from the local marine resource. Journal of Engineering and Applied Sciences, 11, 9970-9973."
6241,1224145,18924121,1,,no_match,,,,,,,,,,,,,search:dergipark 2021 dergipark accessed21 2023,context,dergipark 2021 dergipark accessed21 2023,DergiPark (2021) DergiPark. https://dergipark.org.tr/en/ (Accessed21.09.2023)
6245,1359250,25003340,17,,no_match,,,,,,,,,,,,,search:dabaja schlegel medical treatment male infertility transl androl urol 2014,context,dabaja schlegel medical treatment male infertility transl androl urol 2014,"Dabaja AA, Schlegel PN. Medical treatment of male infertility. Transl Androl Urol. 2014;3:9-16."
6249,1213468,18842867,19,,no_match,,,,,,,,,,,,,search:core team 2021 language environment statistical computing version computer software retrieved packages retrieved mran snapshot 2022,context,core team 2021 language environment statistical computing version computer software retrieved packages retrieved mran snapshot 2022,R Core Team (2021). R: A Language and Environment for Statistical Computing. (Version 4.1) [Computer software]. Retrieved from https://cran.r-project.org. (R packages retrieved from MRAN snapshot 2022-01-01).
6253,1246422,19927052,33,,no_match,,,,,,,,,,,,,search:kastamonu ser iye sicil defteri 1128 1129 mesihat msh ssc defter 5658 52a 124,context,kastamonu ser iye sicil defteri 1128 1129 mesihat msh ssc defter 5658 52a 124,"Kastamonu Şer’iye Sicil Defteri (1128-1129), Meşihat MŞH.ŞSC.d, Defter No. 2, No. 5658, 52a-124."
6254,1246422,19927088,69,,no_match,,,,,,,,,,,,,search:yavuz mustafa kastamonu medreseleri ulemasi istanbul marmara universitesi sosyal bilimler enstitusu doktora tezi 2023,context,yavuz mustafa kastamonu medreseleri ulemasi istanbul marmara universitesi sosyal bilimler enstitusu doktora tezi 2023,"Yavuz, Mustafa. Kastamonu Medreseleri ve Uleması. İstanbul: Marmara Üniversitesi Sosyal Bilimler Enstitüsü, Doktora Tezi, 2023"
6255,1380100,25766979,18,,no_match,10.5281/zenodo.3890600,ESTRATÉGIAS PELO TRABALHO NO FUTURO DEVIDOS A PANDEMIA COVID-19,Zenodo,2020,Text,https://zenodo.org/record/3890600,0.0496,0.0,0.2479,7,0.0,False,search:pigou economics welfare macmillan london 1920,context,pigou economics welfare macmillan london 1920,"[18] Pigou AC. The economics of welfare. Macmillan, London, 1920."
6259,1340627,24248799,11,,no_match,,,,,,,,,,,,,search:kumbetoglu 2020 niteliksel arastirmalarda analiz baglam yayinlari,context,kumbetoglu 2020 niteliksel arastirmalarda analiz baglam yayinlari,"Kümbetoğlu, B. (2020). Niteliksel Araştırmalarda Analiz. Bağlam Yayınları."
6262,1331145,23859336,11,,no_match,,,,,,,,,,,,,search:coskun altunisik yildirim 2017 sosyal bilimlerde arastirma yontemleri spss uygulamali sakarya yayincilik sakarya,context,coskun altunisik yildirim 2017 sosyal bilimlerde arastirma yontemleri spss uygulamali sakarya yayincilik sakarya,"Coşkun, R., Altunışık, R., Yıldırım, E. (2017) Sosyal Bilimlerde Araştırma Yöntemleri, SPSS Uygulamalı, Sakarya Yayıncılık: Sakarya"
6264,1331145,23859396,71,,no_match,,,,,,,,,,,,,search:yildirim simsek 2016 sosyal bilimlerde nitel arastirma yontemleri ankara seckin yayincilik,context,yildirim simsek 2016 sosyal bilimlerde nitel arastirma yontemleri ankara seckin yayincilik,"Yıldırım, A., Şimşek H. (2016). Sosyal bilimlerde nitel araştırma yöntemleri. Ankara: Seçkin Yayıncılık."
6266,1347760,24518229,71,,no_match,,,,,,,,,,,,,search:yildirim simsek 2016 sosyal bilimlerde nitel arastirma yontemleri ankara seckin yayincilik,context,yildirim simsek 2016 sosyal bilimlerde nitel arastirma yontemleri ankara seckin yayincilik,"Yıldırım, A. ve Şimşek, H. (2016). Sosyal bilimlerde nitel araştırma yöntemleri. Ankara: Seçkin Yayıncılık."
6267,1184318,17081119,40,,no_match,,,,,,,,,,,,,search:gur celik coskun 2013 turkiye ortaogretimin gelecegi hiyerarsi esitlik analiz siyaset ekonomi toplum arastirmalari vakfi,context,gur celik coskun 2013 turkiye ortaogretimin gelecegi hiyerarsi esitlik analiz siyaset ekonomi toplum arastirmalari vakfi,"Gür, S. B., Çelik, Z., & Coşkun, İ. (2013). Türkiye’de ortaöğretimin geleceği: Hiyerarşi mi, eşitlik mi? (Analiz No. 69). Siyaset, Ekonomi ve Toplum Araştırmaları Vakfı."
6272,1157027,16528401,35,,no_match,,,,,,,,,,,,,search:kanatli cekici 2013 turkce ogretiminde disiplinler arasi olanaklar mersin universitesi egitim fakultesi 223 234,context,kanatli cekici 2013 turkce ogretiminde disiplinler arasi olanaklar mersin universitesi egitim fakultesi 223 234,"Kanatlı, F. ve Çekici, Y. E. (2013). Türkçe öğretiminde disiplinler arası olanaklar. Mersin Üniversitesi Eğitim Fakültesi Dergisi, 2, 223-234."
6282,1359198,24998013,41,,no_match,,,,,,,,,,,,,search:kalpakjian schmid manufacturing engineering technology prentice hall singapore 2001,context,kalpakjian schmid manufacturing engineering technology prentice hall singapore 2001,"[41] Kalpakjian S, Schmid SR. Manufacturing Engineering and Technology. Prentice Hall Singapore; 2001."
6283,1289266,22747596,8,,no_match,,,,,,,,,,,,,search:kutsal kitap kuran kerim 2021 istanbul diyanet isleri baskanligi yayinlari,context,kutsal kitap kuran kerim 2021 istanbul diyanet isleri baskanligi yayinlari,Kutsal kitap: Kuran-I Kerim (2021). İstanbul: Diyanet İşleri Başkanlığı Yayınları.
6284,1289266,22747619,31,,no_match,,,,,,,,,,,,,search:muradi divani haz ahmet kirkkilic istanbul 2015,context,muradi divani haz ahmet kirkkilic istanbul 2015,"Murâdî Divanı (haz. Ahmet Kırkkılıç, İstanbul, 2015)."
6285,1289266,22747622,34,,no_match,,,,,,,,,,,,,search:nesimi divani haz huseyin ayan ankara 1990,context,nesimi divani haz huseyin ayan ankara 1990,"Nesîmî Divanı (haz. Hüseyin Ayan, Ankara, 1990)"
6286,1352922,25243062,25,,no_match,,,,,,,,,,,,,search:millet meclisi tutanak term volume session 1966,context,millet meclisi tutanak term volume session 1966,"Millet Meclisi, Tutanak Dergisi, Term 2, Volume 2, Session 31 (05.01.1966)."
6288,1366464,25301941,6,,no_match,,,,,,,,,,,,,search:creswell john nitel arastirma yontemleri bes yaklasima gore nitel arastirma arastirma deseni cev mesut butun selcuk besir demir ankara siyasal kitabevi 2013,context,creswell john nitel arastirma yontemleri bes yaklasima gore nitel arastirma arastirma deseni cev mesut butun selcuk besir demir ankara siyasal kitabevi 2013,"Creswell, John W. Nitel Araştırma Yöntemleri-Beş Yaklaşıma Göre Nitel Araştırma ve Araştırma Deseni. çev. Mesut Bütün - Selçuk Beşir Demir. Ankara: Siyasal Kitabevi, 2013."
6290,1338798,24976226,13,,no_match,,,,,,,,,,,,,search:riddhi patel patel radiopharmaceuti cals radiochemical method int pharm biol arch 2011 1062 1067,context,riddhi patel patel radiopharmaceuti cals radiochemical method int pharm biol arch 2011 1062 1067,"[13] Riddhi PD, Patel PM, Patel NM. A review on radiopharmaceuti cals and radiochemical method in analysis. Int J Pharm Biol Arch. 2011; 2(4): 1062-1067."
6297,1235626,19511270,36,,no_match,,,,,,,,,,,,,search:hemsirelerin sabir tukenmislik duzeylerinin belirlenmesi tangunu 2020,tei,hemsirelerin sabir tukenmislik duzeylerinin belirlenmesi tangunu 2020,36.Tangünü S. Hemşirelerin sabır ve tükenmişlik düzeylerinin belirlenmesi. [master’s thesis]. [Ankara]: Gazi Üniversitesi; 2020. 77 p.
6300,1216089,18624559,1,,no_match,,,,,,,,,,,,,search:adanir 2012 ilkel toplumdan melodramlar evrenine hayalperest yayinevi,context,adanir 2012 ilkel toplumdan melodramlar evrenine hayalperest yayinevi,"Adanır, O. (2012). İlkel Toplumdan Melodramlar Evrenine. Hayalperest Yayınevi."
6301,1216089,18624567,9,,no_match,,,,,,,,,,,,,search:berger 2014 gorme duyusu osman akinhay cev agora kitapligi,context,berger 2014 gorme duyusu osman akinhay cev agora kitapligi,"Berger, J. (2014). Görme Duyusu. (Osman Akınhay, Çev.). Agora Kitaplığı."
6302,1216089,18624574,16,,no_match,,,,,,,,,,,,,search:camus 2010 sisifos soyleni tahsin yucel cev can yayinlari,context,camus 2010 sisifos soyleni tahsin yucel cev can yayinlari,"Camus, A. (2010). Sisifos Söyleni. (Tahsin Yücel, Çev.). Can Yayınları."
6303,1285697,25928478,17,,no_match,,,,,,,,,,,,,search:ozalp 2021 covid pandemisinde hemgirelerin odedigi bedel merhamet yorgunlugu innovative healthcare practices,context,ozalp 2021 covid pandemisinde hemgirelerin odedigi bedel merhamet yorgunlugu innovative healthcare practices,"Özalp, ġ. ġ. (2021). Covid-19 pandemisinde hemĢirelerin ödediği bedel: Merhamet yorgunluğu. Journal of Innovative Healthcare Practices, 2(2), 80-87."
6305,1267315,20795812,24,,no_match,,,,,,,,,,,,,search:iso 2014 uretim faaliyeti disi gelirler birinci 500 dergileri erisim tarihi ekim 2022,context,iso 2014 uretim faaliyeti disi gelirler birinci 500 dergileri erisim tarihi ekim 2022,İSO (2014) “Üretim Faaliyeti Dışı Gelirler” Birinci 500 Dergileri. http://www.iso500.org.tr/iso-500-dergiler Erişim Tarihi: 9 Ekim 2022.
6307,1293469,22075532,7,,no_match,,,,,,,,,,,,,search:baldick 2008c utopia oxford dictionary literary terms 3rd 348 new york oxford,context,baldick 2008c utopia oxford dictionary literary terms 3rd 348 new york oxford,"Baldick, C. (2008c). Utopia. Oxford Dictionary of Literary Terms. (3rd ed., p. 348). New York: Oxford UP."
6311,1350129,24617958,11,,no_match,,,,,,,,,,,,,search:copenhagen municipality 2023 carbon neutral strategy 2025,context,copenhagen municipality 2023 carbon neutral strategy 2025,Copenhagen Municipality (2023). Carbon Neutral Strategy 2025. Https://Www.Kk.Dk/En/Copenhagen-Carbon-Neutral-2025
6312,1356791,24882887,16,,no_match,,,,,,,,,,,,,search:rockmore 1997 cognition introduction hegel phenomenology spirit california university press,context,rockmore 1997 cognition introduction hegel phenomenology spirit california university press,"Rockmore, T. (1997). Cognition: An Introduction to Hegel’s “Phenomenology of Spirit”. California University Press."
6316,1329472,23785938,3,,no_match,,,,,,,,,,,,,search:alpagut 2021 teknolojik gelismelerin iscilik haklarina etkisi daimi ulasilabilirlik prof turhan esener iii hukuku uluslararasi kongresi seckin yayincilik ankara 317 340,context,alpagut 2021 teknolojik gelismelerin iscilik haklarina etkisi daimi ulasilabilirlik prof turhan esener iii hukuku uluslararasi kongresi seckin yayincilik ankara 317 340,"Alpagut, G. (2021) “Teknolojik Gelişmelerin İşçilik Haklarına Etkisi-Daimi Ulaşılabilirlik”, Prof. Dr. Turhan Esener III. İş Hukuku Uluslararası Kongresi, Seçkin Yayıncılık, Ankara, 317-340."
6317,1329472,23785960,25,,no_match,,,,,,,,,,,,,search:salamon 2023 pflicht des arbeitgebers zur zeiterfassung verfassungsrechtliche grenzen unionsrechtskonformer auslegung neue juristische wochenschrift njw heft 335 341,context,salamon 2023 pflicht des arbeitgebers zur zeiterfassung verfassungsrechtliche grenzen unionsrechtskonformer auslegung neue juristische wochenschrift njw heft 335 341,"Salamon, E. (2023) “Pflicht des Arbeitgebers zur Zeiterfassung-Verfassungsrechtliche Grenzen unionsrechtskonformer Auslegung”, Neue Juristische Wochenschrift-NJW, Heft 6, 335-341."
6318,1240737,19702002,24,,no_match,,,,,,,,,,,,,search:323 1999 ahsap esasli levhalar birim hacim agirliginin tayini tse ankara,context,323 1999 ahsap esasli levhalar birim hacim agirliginin tayini tse ankara,"TS EN 323, (1999), Ahşap esaslı levhalar-Birim hacim ağırlığının tayini, TSE, Ankara."
